setid,"Temperature, K","Mole fraction of 1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UfbpT,283.15,0.25,100,1082,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,283.15,0.501,100,1090,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,283.15,0.749,100,1104,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,288.15,0.25,100,1078,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,288.15,0.501,100,1087,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,288.15,0.749,100,1100,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,293.15,0.25,100,1075,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,293.15,0.501,100,1083,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,293.15,0.749,100,1097,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,295.15,0.25,100,1073,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,295.15,0.501,100,1082,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,295.15,0.749,100,1096,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,298.15,0.25,100,1071,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,298.15,0.501,100,1080,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,298.15,0.749,100,1094,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,303.15,0.25,100,1068,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,303.15,0.501,100,1076,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,303.15,0.749,100,1090,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,308.15,0.25,100,1064,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,308.15,0.501,100,1073,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,308.15,0.749,100,1087,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,313.15,0.25,100,1060,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,313.15,0.501,100,1069,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,313.15,0.749,100,1084,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,318.15,0.25,100,1057,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,318.15,0.501,100,1066,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,318.15,0.749,100,1080,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,323.15,0.25,100,1054,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,323.15,0.501,100,1063,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,323.15,0.749,100,1077,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,328.15,0.25,100,1050,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,328.15,0.501,100,1059,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,328.15,0.749,100,1074,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,333.15,0.25,100,1046,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,333.15,0.501,100,1056,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,333.15,0.749,100,1070,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,338.15,0.25,100,1043,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,338.15,0.501,100,1052,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,338.15,0.749,100,1067,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,343.15,0.25,100,1040,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,343.15,0.501,100,1049,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,343.15,0.749,100,1064,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,348.15,0.25,100,1036,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,348.15,0.501,100,1046,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,348.15,0.749,100,1061,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,353.15,0.25,100,1033,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,353.15,0.501,100,1042,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
UfbpT,353.15,0.749,100,1058,Fillion and Brennecke (2017),Density,Liquid,ABEVkv,CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,,,
