setid,Mole fraction of tetraethylammonium chloride,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kFcCA,0.0173,298.15,101,1000.2,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0173,308.15,101,996.7,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0173,318.15,101,992.3,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0403,298.15,101,1005.7,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0403,308.15,101,1001.1,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0403,318.15,101,996.5,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0403,328.15,101,990.9,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0403,338.15,101,982.8,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0403,348.15,101,971.4,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0403,358.15,101,953.1,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0727,298.15,101,1014.9,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0727,308.15,101,1009.5,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0727,318.15,101,1003.9,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0727,328.15,101,998.3,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0727,338.15,101,992.2,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0727,348.15,101,985.7,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.0727,358.15,101,977.1,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1213,298.15,101,1027,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1213,308.15,101,1020.8,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1213,318.15,101,1014.4,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1213,328.15,101,1008,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1213,338.15,101,1001.5,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1213,348.15,101,995.1,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1213,358.15,101,988.4,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1994,298.15,101,1035.4,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1994,308.15,101,1029.1,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1994,318.15,101,1022.8,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1994,328.15,101,1016.4,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1994,338.15,101,1010,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1994,348.15,101,1003.4,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
kFcCA,0.1994,358.15,101,997.2,Pontes et al. (2017),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AADYJk,O,water,,,
