setid,"Temperature, K",Mole fraction of 3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
CjMzy,293.15,0,101,1.32941,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,293.15,0.0989,101,1.43124,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,293.15,0.1981,101,1.47884,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,293.15,0.2916,101,1.49323,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,293.15,0.408,101,1.50109,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,293.15,0.4831,101,1.50675,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,293.15,0.5941,101,1.51314,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,293.15,0.6808,101,1.52011,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,293.15,0.7652,101,1.52601,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,293.15,0.8178,101,1.52746,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,293.15,1,101,1.5331,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,298.15,0,101,1.32647,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,298.15,0.0989,101,1.42874,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,298.15,0.1981,101,1.47724,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,298.15,0.2916,101,1.49191,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,298.15,0.408,101,1.50013,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,298.15,0.4831,101,1.5059,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,298.15,0.5941,101,1.5123,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,298.15,0.6808,101,1.51903,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,298.15,0.7652,101,1.52507,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,298.15,0.8178,101,1.52684,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,298.15,1,101,1.53193,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,303.15,0,101,1.32305,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,303.15,0.0989,101,1.42583,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,303.15,0.1981,101,1.47492,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,303.15,0.2916,101,1.49028,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,303.15,0.408,101,1.49876,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,303.15,0.4831,101,1.50486,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,303.15,0.5941,101,1.51145,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,303.15,0.6808,101,1.51815,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,303.15,0.7652,101,1.52359,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,303.15,0.8178,101,1.52573,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,303.15,1,101,1.53101,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,308.15,0,101,1.32109,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,308.15,0.0989,101,1.42473,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,308.15,0.1981,101,1.47418,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,308.15,0.2916,101,1.4895,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,308.15,0.408,101,1.49789,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,308.15,0.4831,101,1.50413,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,308.15,0.5941,101,1.51033,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,308.15,0.6808,101,1.51701,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,308.15,0.7652,101,1.52267,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,308.15,0.8178,101,1.52473,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,308.15,1,101,1.53018,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,313.15,0,101,1.31817,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,313.15,0.0989,101,1.42281,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,313.15,0.1981,101,1.47252,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,313.15,0.2916,101,1.48795,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,313.15,0.408,101,1.49678,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,313.15,0.4831,101,1.50283,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,313.15,0.5941,101,1.50901,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,313.15,0.6808,101,1.51604,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,313.15,0.7652,101,1.52192,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,313.15,0.8178,101,1.52353,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,313.15,1,101,1.52914,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,318.15,0,101,1.31524,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,318.15,0.0989,101,1.42073,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,318.15,0.1981,101,1.4707,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,318.15,0.2916,101,1.4866,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,318.15,0.408,101,1.49527,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,318.15,0.4831,101,1.50148,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,318.15,0.5941,101,1.50787,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,318.15,0.6808,101,1.51491,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,318.15,0.7652,101,1.5209,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,318.15,0.8178,101,1.52285,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,318.15,1,101,1.52822,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,323.15,0,101,1.31365,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,323.15,0.0989,101,1.41932,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,323.15,0.1981,101,1.46963,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,323.15,0.2916,101,1.48606,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,323.15,0.408,101,1.49511,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,323.15,0.4831,101,1.50143,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,323.15,0.5941,101,1.50783,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,323.15,0.6808,101,1.51475,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,323.15,0.7652,101,1.52087,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,323.15,0.8178,101,1.52302,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
CjMzy,323.15,1,101,1.52738,Taib et al. (2011),Refractive index,Liquid,AAGIBL,CO,methanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
